time_sec,throttle,altitude,rpm,cht,egt,egt_1,egt_2,egt_3,egt_4,oil_pressure,oil_temp,fuel_flow,battery_voltage,vibration_index,engine_load
10539.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10540.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10541.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10542.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10543.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10544.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10545.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10546.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10547.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10548.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10549.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10550.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10551.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10552.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10553.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10554.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10555.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10556.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10557.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10558.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10559.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10560.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10561.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10562.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10563.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10564.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10565.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10566.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10567.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10568.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10569.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10570.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10571.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10572.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10573.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10574.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10575.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10576.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10577.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10578.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10579.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10580.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10581.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10582.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10583.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10584.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10585.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10586.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10587.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10588.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10589.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10590.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10591.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10592.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10593.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10594.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10595.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10596.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10597.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10598.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10599.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10600.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10601.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10602.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10603.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10604.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10605.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10606.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10607.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10608.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10609.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10610.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10611.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10612.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10613.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10614.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10615.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10616.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10617.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10618.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10619.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10620.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10621.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10622.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10623.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10624.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10625.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10626.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10627.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10628.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10629.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10630.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10631.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10632.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10633.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10634.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10635.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10636.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10637.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10638.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10639.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10640.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10641.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10642.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10643.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10644.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10645.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10646.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10647.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10648.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10649.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10650.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10651.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10652.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10653.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10654.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10655.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10656.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10657.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10658.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10659.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10660.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10661.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10662.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10663.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10664.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10665.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10666.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10667.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10668.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10669.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10670.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10671.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10672.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10673.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10674.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10675.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10676.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10677.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10678.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10679.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10680.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10681.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10682.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10683.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10684.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10685.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10686.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10687.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10688.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10689.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10690.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10691.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10692.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10693.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10694.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10695.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10696.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10697.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10698.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10699.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10700.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10701.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10702.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10703.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10704.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10705.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10706.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10707.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10708.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10709.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10710.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10711.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10712.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10713.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10714.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10715.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10716.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10717.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10718.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10719.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10720.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10721.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10722.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10723.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10724.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10725.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10726.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10727.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10728.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10729.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10730.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10731.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10732.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10733.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10734.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10735.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10736.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10737.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10738.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10739.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10740.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10741.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10742.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10743.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10744.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
10745.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
