time_sec,throttle,altitude,rpm,cht,egt,egt_1,egt_2,egt_3,egt_4,oil_pressure,oil_temp,fuel_flow,battery_voltage,vibration_index,engine_load,injection_timing
1047.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1048.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1049.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1050.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1051.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1052.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1053.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1054.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1055.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1056.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1057.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1058.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1059.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1060.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1061.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1062.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1063.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1064.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1065.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1066.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1067.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1068.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1069.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1070.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1071.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1072.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1073.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1074.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1075.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1076.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1077.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1078.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1079.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1080.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1081.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1082.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1083.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1084.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1085.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1086.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1087.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1088.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1089.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1090.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1091.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1092.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1093.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1094.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1095.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1096.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1097.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1098.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1099.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1100.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1101.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1102.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1103.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1104.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1105.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1106.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1107.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1108.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1109.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1110.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1111.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1112.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1113.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1114.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1115.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1116.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1117.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1118.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1119.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1120.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1121.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1122.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1123.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1124.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1125.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1126.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1127.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1128.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1129.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1130.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1131.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1132.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1133.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1134.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1135.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1136.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1137.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1138.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1139.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1140.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1141.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1142.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1143.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1144.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1145.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1146.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1147.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1148.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1149.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1150.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1151.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1152.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1153.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1154.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1155.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1156.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1157.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1158.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1159.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1160.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1161.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1162.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1163.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1164.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1165.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1166.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1167.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1168.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1169.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1170.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1171.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1172.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1173.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1174.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1175.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1176.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1177.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1178.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1179.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1180.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1181.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1182.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1183.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1184.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1185.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1186.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1187.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1188.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1189.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1190.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1191.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1192.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1193.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1194.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1195.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1196.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1197.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1198.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1199.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1200.0,0.6,10000.0,3600.0,166.0,646.0,646.0,646.0,646.0,646.0,67.0,95.6,20.8,13.6,0.0396,0.3927,29.24
1201.0,0.6,10000.0,3444.29,166.0,653.52,653.52,653.52,653.52,653.52,67.0,95.6,20.8,13.6,0.5188,0.3757,29.01
1202.0,0.6,10000.0,3364.35,166.0,660.16,660.16,660.16,660.16,660.16,67.0,95.6,20.8,13.6,0.5184,0.367,28.89
1203.0,0.6,10000.0,3323.31,166.0,666.01,666.01,666.01,666.01,666.01,67.0,95.6,20.8,13.6,0.5181,0.3625,28.83
1204.0,0.6,10000.0,3302.23,166.0,671.18,671.18,671.18,671.18,671.18,67.0,95.6,20.8,13.6,0.518,0.3602,28.8
1205.0,0.6,10000.0,3291.42,166.0,675.74,675.74,675.74,675.74,675.74,67.0,95.6,20.8,13.6,0.518,0.3591,28.79
1206.0,0.6,10000.0,3285.86,166.0,679.77,679.77,679.77,679.77,679.77,67.0,95.6,20.8,13.6,0.5179,0.3585,28.78
1207.0,0.6,10000.0,3283.01,166.0,683.32,683.32,683.32,683.32,683.32,67.0,95.6,20.8,13.6,0.5179,0.3581,28.78
1208.0,0.6,10000.0,3281.54,166.0,686.46,686.46,686.46,686.46,686.46,67.0,95.6,20.8,13.6,0.5179,0.358,28.77
1209.0,0.6,10000.0,3280.79,166.0,689.22,689.22,689.22,689.22,689.22,67.0,95.6,20.8,13.6,0.5179,0.3579,28.77
1210.0,0.6,10000.0,3280.41,166.0,691.66,691.66,691.66,691.66,691.66,67.0,95.6,20.8,13.6,0.5179,0.3579,28.77
1211.0,0.6,10000.0,3280.21,166.0,693.82,693.82,693.82,693.82,693.82,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1212.0,0.6,10000.0,3280.11,166.0,695.72,695.72,695.72,695.72,695.72,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1213.0,0.6,10000.0,3280.06,166.0,697.4,697.4,697.4,697.4,697.4,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1214.0,0.6,10000.0,3280.03,166.0,698.88,698.88,698.88,698.88,698.88,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1215.0,0.6,10000.0,3280.01,166.0,700.19,700.19,700.19,700.19,700.19,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1216.0,0.6,10000.0,3280.01,166.0,701.34,701.34,701.34,701.34,701.34,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1217.0,0.6,10000.0,3280.0,166.0,702.36,702.36,702.36,702.36,702.36,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1218.0,0.6,10000.0,3280.0,166.0,703.25,703.25,703.25,703.25,703.25,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1219.0,0.6,10000.0,3280.0,166.0,704.05,704.05,704.05,704.05,704.05,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1220.0,0.6,10000.0,3280.0,166.0,704.75,704.75,704.75,704.75,704.75,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1221.0,0.6,10000.0,3280.0,166.0,705.36,705.36,705.36,705.36,705.36,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1222.0,0.6,10000.0,3280.0,166.0,705.91,705.91,705.91,705.91,705.91,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1223.0,0.6,10000.0,3280.0,166.0,706.39,706.39,706.39,706.39,706.39,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1224.0,0.6,10000.0,3280.0,166.0,706.81,706.81,706.81,706.81,706.81,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1225.0,0.6,10000.0,3280.0,166.0,707.19,707.19,707.19,707.19,707.19,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1226.0,0.6,10000.0,3280.0,166.0,707.52,707.52,707.52,707.52,707.52,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1227.0,0.6,10000.0,3280.0,166.0,707.81,707.81,707.81,707.81,707.81,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1228.0,0.6,10000.0,3280.0,166.0,708.07,708.07,708.07,708.07,708.07,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1229.0,0.6,10000.0,3280.0,166.0,708.29,708.29,708.29,708.29,708.29,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1230.0,0.6,10000.0,3280.0,166.0,708.49,708.49,708.49,708.49,708.49,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1231.0,0.6,10000.0,3280.0,166.0,708.67,708.67,708.67,708.67,708.67,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1232.0,0.6,10000.0,3280.0,166.0,708.83,708.83,708.83,708.83,708.83,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1233.0,0.6,10000.0,3280.0,166.0,708.97,708.97,708.97,708.97,708.97,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1234.0,0.6,10000.0,3280.0,166.0,709.09,709.09,709.09,709.09,709.09,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1235.0,0.6,10000.0,3280.0,166.0,709.19,709.19,709.19,709.19,709.19,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
1236.0,0.6,10000.0,3280.0,166.0,709.29,709.29,709.29,709.29,709.29,67.0,95.6,20.8,13.6,0.5179,0.3578,28.77
